mrph;fName;id;ref;PoS;cls;gD;lm;std;tx
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.03;vb.;a;sprechen;глаголати;глаго́лѧ ;г҃л҃ѧ, 
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.03;vb.;c;wollen;хотѣти;хощѫ́;хоштѫ
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.03;vb.;;säubern;изчистити;ищи́сти;ꙇштисти
a.;Bibelstellen;MT_8;Matthäus 8.03;prn.;$;med.;сѧ;сѧ;сѧ,
$;Bibelstellen;MT_8;Matthäus 8.03;prn.;$;und;и;и;ꙇ
$;Bibelstellen;MT_8;Matthäus 8.03;adv.;$;sogleich;абиѥ;а́биѥ;абие
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.03;vb.;;säubern;изчистити;ищи́сти;ꙇштисти
a.;Bibelstellen;MT_8;Matthäus 8.03;prn.;$;med.;сѧ;сѧ;сѧ
$;Bibelstellen;MT_8;Matthäus 8.03;prp.;$;von;отъ;отъ;отъ
g.sg.;Bibelstellen;MT_8;Matthäus 8.03;sf.;;Aussatz,Lepra;проказа;прока́зꙑ ;проказꙑ, 
$;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;und;и;и;ꙇ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.04;vb.pf.;c;reden;рещи;ре́че;рече
d.sg.;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;er,sie,es;и;ѥмоу́;емоу
n.sg.;Bibelstellen;MT_8;Matthäus 8.04;sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃,
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.04;vb.;;achten;блюсти;бл҄юди́;бл҄юди
d.sg.;Bibelstellen;MT_8;Matthäus 8.04;prn.;;niemand;никъто́же;никомоу́же;никомоуже
$;Bibelstellen;MT_8;Matthäus 8.04;part.;$;nicht;не;не;не
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.04;vb.pf.;c;mitteilen;повѣдѣти;повѣ́ждь ;повѣждь, 
$;Bibelstellen;MT_8;Matthäus 8.04;adv.;$;jetzt;нъ;нъ;нъ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.04;vb.im.;b;gehen;ити;ше́дъ;шьдъ
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.04;vb.;;zeigen;покажити;покажи́;покажи
a.;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;med.;сѧ;сѧ;сѧ
d.sg.;Bibelstellen;MT_8;Matthäus 8.04;sm.;;Hohepriester,ἀρχιερεύς;архиереи;архиере́ови;архиереови 
$;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;und;и;и;ꙇ
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.04;vb.;;;нести;неси́;неси
a.sg.;Bibelstellen;MT_8;Matthäus 8.04;sm.;c;Geschenk;даръ;да́ръ;даръ,
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;rel.prn.;и;и;+ꙇже
$;Bibelstellen;MT_8;Matthäus 8.04;part.;$;же;же;же;ꙇже
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.04;vb.;c;befehlen;повелѣти;повелѣ́;повелѣ
n.sg.;Bibelstellen;MT_8;Matthäus 8.04;sm.npr.;;Moses,Μωυσῆς;Моси;Моси́ ;моси, 
$;Bibelstellen;MT_8;Matthäus 8.04;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.04;sn.;a;Zeugnis;съвѣдѣниѥ;съвѣдѣ́ниѥ;съвѣдѣние
d.pl.m.;Bibelstellen;MT_8;Matthäus 8.04;prn.;$;er,sie,es;и;и́мъ ;ꙇмъ: 
prc.prt.act.d.sg.m.;Bibelstellen;MT_8;Matthäus 8.05;vb.pf.;;hineingehen;вънити;въше́дъшю;въшедъшю
$;Bibelstellen;MT_8;Matthäus 8.05;part.;$;δὲ;же;же;же
d.sg.;Bibelstellen;MT_8;Matthäus 8.05;prn.;$;er,sie,es;и;ѥмоу́;емоу
$;Bibelstellen;MT_8;Matthäus 8.05;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.05;sm.npr.;;Καπερναούμ;Капернаоумъ;Капернаоу́мъ ;каферънаоумъ, 
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.05;vb.;b;hinzutreten;пристѫпити;пристѫпи́;пристѫпи
$;Bibelstellen;MT_8;Matthäus 8.05;prp.;$;zu;къ;къ;къ
d.sg.m.;Bibelstellen;MT_8;Matthäus 8.05;prn.;$;er,sie,es;и;н҄емоу́;н҄емоу
n.sg.;Bibelstellen;MT_8;Matthäus 8.05;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.05;vb.;b;bitten;молити;молѧ́;молѧ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.05;prn.;$;er,sie,es;и ;и;и 
$;Bibelstellen;MT_8;Matthäus 8.06;prn.;$;und;и;и;ꙇ
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.06;vb.;a;sprechen;глаголати;глаго́лѧ;г҃л҃ѧ,
d.sg.;Bibelstellen;MT_8;Matthäus 8.06;sm.;c;Herr;господь ;госпо́ди ;г҃и҃, 
n.sg.;Bibelstellen;MT_8;Matthäus 8.06;sm.;a;Knecht;отрокъ;о́трокъ;отрокъ
n.sg.m.;Bibelstellen;MT_8;Matthäus 8.06;prn.;$;mein;мои;мо́и;мои
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.06;vb.;;liegen;лежити;лежи́тъ;лежитъ
$;Bibelstellen;MT_8;Matthäus 8.06;prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MT_8;Matthäus 8.06;sm.;;Haus;домъ;до́моу;домоу
prc.prt.pass.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.06;vb.;;lähmen,schwächen;ослабити;осла́бл҄енъ ;ослабл҄енъ, 
n.sg.m.comp.;Bibelstellen;MT_8;Matthäus 8.06;adj.;;grausam;л҄ютъ;л҄ютѣ́и;л҄ютѣ
$;Bibelstellen;MT_8;Matthäus 8.06;adv.;$;wie;ꙗко;ꙗ́ко;ѣко
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.06;vb.;;leiden;страдати;стра́ждѧ ;страждѧ, 
$;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;und;и;и;ꙇ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.07;vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а
d.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;er,sie,es;и;ѥмоу́;емоу
n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;a;Jesus;Исоусъ;Исоу́съ ;и҃с҃, 
n.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;ich;азъ;а́зъ;азъ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.pf.;b;kommen;приити;прише́дъ;пришедъ
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;heilen;исцѣлити;исцѣл҄ѭ́;ꙇсцѣл҄ѭ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;er,sie,es;и ;и ;и, 
$;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;und;и;и;ꙇ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;vb.im.;;antworten;отъвѣщати;отъвѣща́въ;отъвѣштавъ
n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.08;vb.pf.;c;reden;рещи;ре́че;рече
d.sg.;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;er,sie,es;и;ѥмоу́ ;емоу, 
v.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;c;Herr;господь;го́споди;г҃и
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.08;part.;$;nicht;не;+нѣ́смь;+нѣсмь
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.08;vb.im.;a;sein;бꙑти;нѣ́смь;нѣсмь
n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;adj.;;würdig;достоинъ;досто́инъ;достоꙇнъ 
$;Bibelstellen;MT_8;Matthäus 8.08;cnj.;$;dass;да;да;да
$;Bibelstellen;MT_8;Matthäus 8.08;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Haus;домъ;до́мъ;домъ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;mein;мои;мо́и;мои
2.sg.prs.;Bibelstellen;MT_8;Matthäus 8.08;vb.pf.;;hineingehen;вънити;въниде́ши ;вьнидеши, 
$;Bibelstellen;MT_8;Matthäus 8.08;adv.;$;jetzt;нъ;нъ;нъ
$;Bibelstellen;MT_8;Matthäus 8.08;adv.;$;nur;тъкъмо;тъ́къмо;тъкмо
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.08;vb.pf.;c;reden;рещи;рьци́;рци
a.sg.;Bibelstellen;MT_8;Matthäus 8.08;sn.;c;Wort;слово;сло́во;слово,
$;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;und;и;и;ꙇ
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.08;vb.pf.;;gesund werden;исцѣлѣти;исцѣлѣ́ѥтъ;ицѣлѣетъ
n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;a;Knabe;отрокъ;о́трокъ;отрокъ
n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;mein;мои ;мои ;мои, 
$;Bibelstellen;MT_8;Matthäus 8.09;cnj.;;denn;ибо;и́бо;ꙇбо
n.sg.;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;ich;азъ;а́зъ;азъ
n.sg.;Bibelstellen;MT_8;Matthäus 8.09;sm.;a;Mensch;чьловѣкъ;чьловѣ́къ;ч҃к҃ъ
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.09;vb.im.;a;sein;бꙑти;ѥ́смь;есмь
$;Bibelstellen;MT_8;Matthäus 8.09;prp.;$;unter;подъ;по́дъ;подъ
i.sg.;Bibelstellen;MT_8;Matthäus 8.09;sm.;a;Herrscher;владꙑка;владꙑ́коѭ ;владꙑкоѭ, 
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.09;vb.im.;b/a;haben;имѣти;имꙑ́;ꙇмꙑ
$;Bibelstellen;MT_8;Matthäus 8.09;prp.;$;unter;подъ;по́дъ;подъ
i.sg.;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;refl.;сѧ;собо́ѭ;собоѭ
a.pl.;Bibelstellen;MT_8;Matthäus 8.09;sm.;;Krieger;воинъ;во́инꙑ;воꙇнꙑ,
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.09;vb.;a;sprechen;глаголати;глаго́л҄ѭ;г҃л҄҃ѭ,
d.sg.;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;refl.;сѧ;семоу́;семоу 
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.09;vb.im.;b;gehen;ити;иди́;ꙇди,
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.09;vb.im.;b;gehen;ити;иде́тъ;идетъ,
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
d.sg.m.em.;Bibelstellen;MT_8;Matthäus 8.09;prn.;;ander;дроугъ;дроугоу́моу;дроугоумоу
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.09;vb.pf.;b;kommen;приити;приди́;приди,
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.09;vb.pf.;b;kommen;приити;приде́тъ ;придетъ, 
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
d.sg.;Bibelstellen;MT_8;Matthäus 8.09;sm.;b;Sklave;рабъ;рабоу́;рабоу
d.sg.m.;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;mein;мои;моѥмоу́;моемоу
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.09;vb.pf.;c;machen;сътворити;сътвори́;сътвори
a.sg.n.;Bibelstellen;MT_8;Matthäus 8.09;pron.;$;diese(r,s);сь;се;се
$;Bibelstellen;MT_8;Matthäus 8.09;prn.;$;und;и;и;ꙇ
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.09;vb.pf.;c;machen;сътворити;сътвори́тъ ;сътворитъ, 
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.10;vb.ip.;a;hören;слꙑшати;слꙑ́шавъ;слꙑшавъ
$;Bibelstellen;MT_8;Matthäus 8.10;part.;$;δὲ;же;же;же
n.sg.;Bibelstellen;MT_8;Matthäus 8.10;sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.10;vb.;;wundern;дивити;диви́;диви
a.;Bibelstellen;MT_8;Matthäus 8.10;prn.;$;refl.;сѧ;сѧ;сѧ
d.sg.m.;Bibelstellen;MT_8;Matthäus 8.10;prn.;$;er,sie,es;и;ѥмоу́ ;емоу, 
$;Bibelstellen;MT_8;Matthäus 8.10;prn.;$;und;и;и;ꙇ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.10;vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а
prc.prs.act.d.pl.m.em.;Bibelstellen;MT_8;Matthäus 8.10;vb.;;schreiten;грѧсти;грѧдѫщи́имъ;грѧдѫшти́мъ
$;Bibelstellen;MT_8;Matthäus 8.10;prp.;$;nach;по;по;по
l.sg.;Bibelstellen;MT_8;Matthäus 8.10;prn.;$;er,sie,es;и;н҄е́мь;н҄емь,
$;Bibelstellen;MT_8;Matthäus 8.10;int.;$;Amen;аминь;ами́нь;амни’
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.10;vb.;a;sprechen;глаголати;глаго́л҄ѭ;г҃л҃ѭ
d.pl.;Bibelstellen;MT_8;Matthäus 8.10;prn.;$;ihr;вꙑ;ва́мъ ;вамъ, 
$;Bibelstellen;MT_8;Matthäus 8.10;part.;$;nicht,neĩ;ни;ни;ни
$;Bibelstellen;MT_8;Matthäus 8.10;prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MT_8;Matthäus 8.10;sm.npr.;;Israel;Издраиль;Издра́или;ꙇ҃л҃и
g.sg.f.;Bibelstellen;MT_8;Matthäus 8.10;prn.;;solch;толикъ;толи́кꙑ;толикꙑ
g.sg.;Bibelstellen;MT_8;Matthäus 8.10;sf.;a;Glauben;вѣра;вѣ́рꙑ;вѣрꙑ
$;Bibelstellen;MT_8;Matthäus 8.10;part.;$;nicht;не;не;не
1.sg.aor.;Bibelstellen;MT_8;Matthäus 8.10;vb.pf.;a;finden;обрѣсти;обрѣ́тъ ;обрѣтъ, 
1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.11;vb.;a;sprechen;глаголати;глаго́л҄ѭ;г҃л҃ѭ
$;Bibelstellen;MT_8;Matthäus 8.11;part.;$;δὲ;же;же;же
d.pl.;Bibelstellen;MT_8;Matthäus 8.11;prn.;$;ihr;вꙑ;ва́мъ;вамъ,
$;Bibelstellen;MT_8;Matthäus 8.11;adv.;$;dass;ꙗко;ꙗ́ко;ѣко
n.pl.m.;Bibelstellen;MT_8;Matthäus 8.11;prn.;a;viel;мъногъ;мъно́ꙃи;мноꙃи
$;Bibelstellen;MT_8;Matthäus 8.11;prp.;$;von;отъ;отъ;отъ
g.pl.m.;Bibelstellen;MT_8;Matthäus 8.11;adj.;;östlich;въстокъ;въсто́къ;въстокъ,
$;Bibelstellen;MT_8;Matthäus 8.11;prn.;$;und;и;и;ꙇ
g.pl.m.;Bibelstellen;MT_8;Matthäus 8.11;adj.;;westlich;западъ;за́падъ ;западъ, 
3.pl.prs.;Bibelstellen;MT_8;Matthäus 8.11;vb.pf.;b;kommen;приити;придѫ́тъ;придѫтъ
$;Bibelstellen;MT_8;Matthäus 8.11;prn.;$;und;и;и;ꙇ
3.sg.prs.;Bibelstellen;MT_8;Matthäus 8.11;vb.pf.;;sich hinlegen;възлещи;възлѧ́гѫтъ;възлѧгѫтъ
$;Bibelstellen;MT_8;Matthäus 8.11;prp.;$;mit;съ;съ;съ
i.sg.;Bibelstellen;MT_8;Matthäus 8.11;sm.npr.;;Abraham;Авраамъ;Авраа́момь;авраамомь
$;Bibelstellen;MT_8;Matthäus 8.11;prn.;$;und;и;и;ꙇ
i.sg.;Bibelstellen;MT_8;Matthäus 8.11;sm.npr.;;Isaac;Исакъ;Иса́комь;исакомь,
$;Bibelstellen;MT_8;Matthäus 8.11;prn.;$;und;и;и;ꙇ
i.sg.;Bibelstellen;MT_8;Matthäus 8.11;sm.npr.;;Jakob;Иꙗковъ;Иꙗ́ковомь ;ѣковомь, 
$;Bibelstellen;MT_8;Matthäus 8.11;prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MT_8;Matthäus 8.11;sn.;a;Königreich;цѣсарьствиѥ;цѣ́сарьствии;ц҃р҃с҃и
l.sg.n.em.;Bibelstellen;MT_8;Matthäus 8.11;adj.;;himmlisch;несесьскъ;небе́сьсцѣмь ;н҃б҃с҃цѣмь, 
$;Bibelstellen;MT_8;Matthäus 8.12;cnj.;$;aber;а;а;а
n.pl.;Bibelstellen;MT_8;Matthäus 8.12;sm.;;Sohn;сꙑнъ;сꙑ́нове;с҃н҃ове
g.sg.;Bibelstellen;MT_8;Matthäus 8.12;sn.;a;Königreich;цѣсарьствиѥ;цѣ́сарьствиꙗ;ц҃р҃ствиѣ
prc.prt.pass.n.pl.m.;Bibelstellen;MT_8;Matthäus 8.12;vb.;;austreiben;изгънати;и́згънани;ꙇзгънани
3.sg.fut.;Bibelstellen;MT_8;Matthäus 8.12;vb.im.;a;sein;бꙑти;бѫ́дѫтъ ;бѫдѫтъ, 
$;Bibelstellen;MT_8;Matthäus 8.12;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.12;sf.;;Finsternis;тьма;тьмѫ́;тъмѫ
a.sg.f.em.;Bibelstellen;MT_8;Matthäus 8.12;adj.;;äußerst;кромѣшьнь;кромѣ́шьнѭѭ ;кромѣшьн҄ѭѭ, 
$;Bibelstellen;MT_8;Matthäus 8.12;adv.;$;da,dort;тоу;тоу;тоу
3.sg.fut.;Bibelstellen;MT_8;Matthäus 8.12;vb.im.;a;sein;бꙑти;бѫ́детъ;бѫдетъ
a.sg.;Bibelstellen;MT_8;Matthäus 8.12;sm.;;Geheule;плачь;пла́чь;плачь
$;Bibelstellen;MT_8;Matthäus 8.12;prn.;$;und;и;и;ꙇ
a.sg.;Bibelstellen;MT_8;Matthäus 8.12;sm.;;Knirschen;скрьжьтъ;скрь́жьтъ;скрьжьтъ
d.pl.;Bibelstellen;MT_8;Matthäus 8.12;sm.;d;Zahn;зѫбъ;зѫ́бомъ ;зѫбомъ: 
$;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;und;и;и;ꙇ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.13;vb.pf.;c;reden;рещи;ре́че;рече
n.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃
d.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;;Centurio;сътьникъ;съ́тьникоу;сътьникоу,
2.sg.imp.;Bibelstellen;MT_8;Matthäus 8.13;vb.im.;b;gehen;ити;иди́;ꙇди 
$;Bibelstellen;MT_8;Matthäus 8.13;adv.;$;wie;ꙗко;ꙗ́ко;+ѣкоже
$;Bibelstellen;MT_8;Matthäus 8.13;part.;$;же;же;же;ѣкоже
2.sg.aor.;Bibelstellen;MT_8;Matthäus 8.13;vb.;;glauben;вѣровати;вѣ́рова;вѣрова
3.sg.imp.;Bibelstellen;MT_8;Matthäus 8.13;vb.im.;a;sein;бꙑти;бѫ́ди;бѫди
d.sg.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;du;тꙑ;тебѣ́ ;тебѣ, 
$;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;und;и;и;ꙇ
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.13;vb.pf.;;gesund werden;исцѣлѣти;исцѣлѣ́;ицѣлѣ
n.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;a;Knabe;отрокъ;о́трокъ;отрокъ
g.sg.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;er,sie,es;и;ѥго́;его
$;Bibelstellen;MT_8;Matthäus 8.13;prp.;$;in;въ;въ;въ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;der,dieser;тъ;тъ;тъ
a.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;;Stunde;часъ;часъ́;часъ,
n.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;b;Ende;коньць;конь́ць ;к҃о҃н҃, 
$;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;und;и;и;ꙇ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;vb.;;wenden;обратити;обращь́;обрашть
a.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;refl.;сѧ;сѧ;сѧ
n.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ
$;Bibelstellen;MT_8;Matthäus 8.13;prp.;$;in;въ;въ;въ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;der,dieser;тъ;тъ;тъ
a.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;;Stunde;часъ ;часъ́;часъ 
$;Bibelstellen;MT_8;Matthäus 8.13;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.13;sm.;;Haus;домъ;до́мъ;домъ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;sein,eigene(r,s);свои;свои;свои
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.13;vb.pf.;a;finden;обрѣсти;обрѣ́те;обрѣте
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;prn.;$;er,sie,es;и;и;и
g.sg.m.;Bibelstellen;MT_8;Matthäus 8.13;adj.;;gesund;съдравъ;съдра́ва ;съдрава, 
